class_id,class_label,base_species_or_group,label_type,coverage_status,recommended_name,recommended_url,notes,expert_description_status,expert_visual_description,expert_description_source,source_page_verified_in_this_pass,expert_description_sections,description_notes,safe_use_note
978,Western Tanager (Female/Nonbreeding Male),Western Tanager,variant_label,likely_covered_species_page,Western Tanager,https://www.allaboutbirds.org/guide/Western_Tanager/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""stocky body"", ""short thick-based bill"", ""medium-length tail"", ""yellow black wings"", ""orange-red head"", ""two bold wingbars"", ""yellow upperpart marking"", ""white lower underparts"", ""yellow-green body"", ""red plumage""]",https://www.allaboutbirds.org/guide/Western_Tanager/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
979,Northern Cardinal (Female/Juvenile),Northern Cardinal,variant_label,likely_covered_species_page,Northern Cardinal,https://www.allaboutbirds.org/guide/Northern_Cardinal/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large body"", ""long tail"", ""short thick bill"", ""prominent crest"", ""brilliant red plumage"", ""reddish bill"", ""black face"", ""pale brown plumage"", ""red-orange bill""]",https://www.allaboutbirds.org/guide/Northern_Cardinal/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
980,Rose-breasted Grosbeak (Female/immature male),Rose-breasted Grosbeak,variant_label,likely_covered_species_page,Rose-breasted Grosbeak,https://www.allaboutbirds.org/guide/Rose-breasted_Grosbeak/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""stocky body"", ""medium-sized body"", ""large triangular bill"", ""broad-chested short neck"", ""medium-length squared tail"", ""black throat"", ""brown heavily streaked plumage"", ""bold whitish stripe"", ""flash yellowish plumage"", ""white patches"", ""white tail""]",https://www.allaboutbirds.org/guide/Rose-breasted_Grosbeak/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
981,Black-headed Grosbeak (Female/immature male),Black-headed Grosbeak,variant_label,likely_covered_species_page,Black-headed Grosbeak,https://www.allaboutbirds.org/guide/Black-headed_Grosbeak/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""hefty body"", ""large bill"", ""large head"", ""short thick neck"", ""short tail"", ""chunky body"", ""black head"", ""black-and-white wings"", ""brown upperparts"", ""warm orange buff breast"", ""orange buff side"", ""orange buff breast"", ""grayish bill""]",https://www.allaboutbirds.org/guide/Black-headed_Grosbeak/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
982,Blue Grosbeak (Female/juvenile),Blue Grosbeak,variant_label,likely_covered_species_page,Blue Grosbeak,https://www.allaboutbirds.org/guide/Blue_Grosbeak/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""stocky body"", ""large triangular bill"", ""rich blue plumage"", ""chestnut wingbars"", ""chestnut beak"", ""two wingbars"", ""chestnut upperparts"", ""grayish-buffy lower underparts"", ""blue tend rich plumage"", ""dark chestnut brown chestnut wingbars""]",https://www.allaboutbirds.org/guide/Blue_Grosbeak/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
983,Lazuli Bunting (Female/juvenile),Lazuli Bunting,variant_label,likely_covered_species_page,Lazuli Bunting,https://www.allaboutbirds.org/guide/Lazuli_Bunting/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""small stocky body"", ""cone-shaped bill"", ""blue upperparts"", ""pumpkin-colored breast"", ""white belly"", ""white shoulder"", ""warm grayish-brown upperparts"", ""warm grayish-brown wings"", ""warm grayish-brown tail"", ""two buffy wingbars"", ""pale cinnamon tan breast"", ""tan plumage""]",https://www.allaboutbirds.org/guide/Lazuli_Bunting/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
984,Indigo Bunting (Female/juvenile),Indigo Bunting,variant_label,likely_covered_species_page,Indigo Bunting,https://www.allaboutbirds.org/guide/Indigo_Bunting/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""small stocky body"", ""short tail"", ""short bill"", ""indigo blue plumage"", ""silver-gray bill"", ""brown plumage"", ""whitish throat"", ""blue wings"", ""blue tail"", ""blue rump"", ""patchy blue plumage""]",https://www.allaboutbirds.org/guide/Indigo_Bunting/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
985,Painted Bunting (Female/juvenile),Painted Bunting,variant_label,likely_covered_species_page,Painted Bunting,https://www.allaboutbirds.org/guide/Painted_Bunting/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""thick seed-eating bill"", ""stunningly colored plumage"", ""blue head"", ""red underparts"", ""green back"", ""bright yellow-green plumage"", ""pale eyering""]",https://www.allaboutbirds.org/guide/Painted_Bunting/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
986,Bobolink (Female/juvenile/nonbreeding male),Bobolink,variant_label,likely_covered_species_page,Bobolink,https://www.allaboutbirds.org/guide/Bobolink/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""flat head"", ""short neck"", ""short tail"", ""black plumage"", ""white back"", ""white rump"", ""rich buffy nape"", ""warm buffy brown dark brown back"", ""dark brown flank"", ""bold brown stripes""]",https://www.allaboutbirds.org/guide/Bobolink/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
987,Red-winged Blackbird (Female/juvenile),Red-winged Blackbird,variant_label,likely_covered_species_page,Red-winged Blackbird,https://www.allaboutbirds.org/guide/Red-winged_Blackbird/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""stocky body"", ""broad-shouldered slender body"", ""medium-length tail"", ""even glossy black plumage"", ""red yellow shoulder"", ""crisply streaked plumage"", ""dark brownish plumage"", ""whitish eyebrow""]",https://www.allaboutbirds.org/guide/Red-winged_Blackbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
988,Yellow-headed Blackbird (Female/Immature Male),Yellow-headed Blackbird,variant_label,likely_covered_species_page,Yellow-headed Blackbird,https://www.allaboutbirds.org/guide/Yellow-headed_Blackbird/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large body"", ""large head"", ""large bill"", ""yellow head"", ""yellow chest"", ""black body"", ""prominent white patches"", ""black wing"", ""brown plumage""]",https://www.allaboutbirds.org/guide/Yellow-headed_Blackbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
989,Brewer's Blackbird (Male),Brewer's Blackbird,variant_label,likely_covered_species_page,Brewer's Blackbird,https://www.allaboutbirds.org/guide/Brewers_Blackbird/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""long legs"", ""long tail"", ""full body"", ""round head"", ""long thick-based beak"", ""glossy black plumage"", ""yellow eye"", ""yellow head"", ""yellow body"", ""plainer brown plumage"", ""dark eye""]",https://www.allaboutbirds.org/guide/Brewers_Blackbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
